Gene1	Gene2	combine_score
BCKDK	HADH	0.362
BCKDK	HADHA	0.482
BCKDK	HEPH	0.289
BCKDK	HIBCH	0.507
BCKDK	HMGCL	0.336
BCKDK	HSD17B10	0.469
BCKDK	HSP90AB1	0.336
BCKDK	HTRA1	0.337
BCKDK	IDH3A	0.583
BCKDK	IDH3B	0.609
BCKDK	IDH3G	0.630
BCKDK	ISLR	0.264
BCKDK	KAT8	0.362
BCKDK	KDM1A	0.444
BCKDK	KDM1B	0.431
BCKDK	KLF15	0.366
BCKDK	LARGE1	0.299
BCKDK	LRRK2	0.434
BCKDK	MAOA	0.431
BCKDK	MAOB	0.444
BCKDK	MAP2K2	0.518
BCKDK	MAPK3	0.345
BCKDK	MCCC1	0.518
BCKDK	MLXIPL	0.336
BCKDK	MSRB1	0.334
BCKDK	MTOR	0.453
BCKDK	MTR	0.371
BCKDK	MYL10	0.238
BCKDK	NDUFS8	0.387
BCKDK	OSBPL9	0.303
BCKDK	PARL	0.301
BCKDK	PCCB	0.411
BCKDK	PCNA	0.478
BCKDK	PDHA1	0.393
BCKDK	PDHX	0.464
BCKDK	PDP1	0.397
BCKDK	PDP2	0.266
BCKDK	PHKG2	0.221
BCKDK	PKM	0.520
BCKDK	PLOD1	0.392
BCKDK	PPM1A	0.318
BCKDK	PPM1K	0.843
BCKDK	PRSS8	0.384
BCKDK	PSMD9	0.332
BCKDK	QPCT	0.284
BCKDK	QTRT1	0.445
BCKDK	RIT2	0.325
BCKDK	RPS6KB1	0.352
BCKDK	SHMT1	0.329
BCKDK	SHMT2	0.356
BCKDK	SLC16A10	0.192
BCKDK	SLC25A1	0.373
BCKDK	SLC7A1	0.444
BCKDK	SLC7A2	0.239
BCKDK	SLC7A5	0.387
BCKDK	SP3	0.382
BCKDK	STX1B	0.356
BCKDK	SUCLA2	0.625
BCKDK	SUCLG1	0.567
BCKDK	SUCLG2	0.598
BCKDK	SUMO1	0.362
BCKDK	SUOX	0.494
BCKDK	TAX1BP3	0.182
BCKDK	TMLHE	0.251
BCKDK	TMX3	0.229
BCKDK	TYSND1	0.430
BCKDK	UCP2	0.418
BCKDK	URM1	0.270
BCKDK	ZNF467	0.162
BCKDK	ZNF668	0.294
BCKDK	ZNF689	0.197
BCKDK	ZNF747	0.182
BCL10	BCL2	0.780
BCL10	BCL2L1	0.576
BCL10	BCL3	0.596
BCL10	BCL6	0.513
BCL10	BIRC2	0.831
BCL10	BIRC3	0.935
BCL10	BLNK	0.392
BCL10	BTK	0.538
BCL10	CARD8	0.263
BCL10	CARM1	0.480
BCL10	CASP1	0.471
BCL10	CASP10	0.443
BCL10	CASP8	0.998
BCL10	CD28	0.580
BCL10	CD4	0.437
BCL10	CD79A	0.474
BCL10	CD79B	0.530
BCL10	CDC14B	0.191
BCL10	CES1	0.543
BCL10	CES2	0.370
BCL10	CFLAR	0.411
BCL10	CLEC4E	0.651
BCL10	CLEC6A	0.678
BCL10	CLEC7A	0.816
BCL10	CTLA4	0.502
BCL10	CUL1	0.458
BCL10	CYLD	0.595
BCL10	DDAH1	0.499
BCL10	DDX58	0.899
BCL10	ERBIN	0.388
BCL10	FADD	0.623
BCL10	FOXP1	0.603
BCL10	FYN	0.584
BCL10	GRB14	0.386
BCL10	IKBKG	0.999
BCL10	IL16	0.393
BCL10	IL1B	0.456
BCL10	IL2	0.418
BCL10	IL6	0.450
BCL10	IRAK1	0.590
BCL10	IRAK4	0.386
BCL10	ITK	0.574
BCL10	JUN	0.559
BCL10	KIF13B	0.383
BCL10	LCK	0.407
BCL10	MALT1	0.999
BCL10	MAP3K7	0.972
BCL10	MAPK1	0.917
BCL10	MAPK11	0.911
BCL10	MAPK12	0.914
BCL10	MAPK13	0.916
BCL10	MAPK14	0.921
BCL10	MAPK3	0.927
BCL10	MAPK8	0.926
BCL10	MIB2	0.938
BCL10	MYD88	0.536
BCL10	NFKB1	0.929
BCL10	NFKB2	0.504
BCL10	NFKBIA	0.888
BCL10	NFKBIB	0.753
BCL10	NFKBIE	0.671
BCL10	NLRP4	0.167
BCL10	NOD1	0.628
BCL10	NOD2	0.629
BCL10	OTULIN	0.463
BCL10	PDPK1	0.556
BCL10	PLCG1	0.623
BCL10	PLCG2	0.508
BCL10	PRKCQ	0.973
BCL10	PTPN6	0.496
BCL10	PTPRC	0.568
BCL10	RABGGTA	0.286
BCL10	RBCK1	0.788
BCL10	REL	0.811
BCL10	RELA	0.864
BCL10	RIPK1	0.654
BCL10	RIPK2	0.693
BCL10	RNF181	0.902
BCL10	RNF31	0.584
BCL10	RPS27A	0.708
BCL10	SQSTM1	0.565
BCL10	SYK	0.884
BCL10	TAB1	0.581
BCL10	TBK1	0.523
BCL10	TLR2	0.451
BCL10	TLR4	0.519
BCL10	TNF	0.684
BCL10	TNFAIP3	0.693
BCL10	TNFRSF1A	0.517
BCL10	TNFRSF21	0.385
BCL10	TNFSF13B	0.413
BCL10	TP53	0.399
BCL10	TRAF2	0.875
BCL10	TRAF6	0.999
BCL10	UBA52	0.499
BCL10	UBB	0.511
BCL10	UBC	0.535
BCL10	UBE2D1	0.564
BCL10	UBE2D2	0.540
BCL10	UBE2D3	0.555
BCL10	UBE2E1	0.521
BCL10	UBE2N	0.899
BCL10	VAV1	0.420
BCL10	VAV3	0.460
BCL10	XIAP	0.503
BCL10	ZAP70	0.504
BCL11A	BCL3	0.476
BCL11A	BCL6	0.889
BCL11A	CAPN11	0.167
BCL11A	CAPN13	0.200
BCL11A	CAPN8	0.187
BCL11A	CD19	0.483
BCL11A	CHD3	0.582
BCL11A	CHD4	0.877
BCL11A	CLTC	0.476
BCL11A	DCTN1	0.555
BCL11A	DGKB	0.270
BCL11A	DNMT1	0.899
BCL11A	DNTT	0.535
BCL11A	DUSP9	0.342
BCL11A	EBF1	0.744
BCL11A	EEF1G	0.514
BCL11A	EIF2AK3	0.410
BCL11A	EP300	0.580
BCL11A	EZH2	0.645
BCL11A	FLT3	0.396
BCL11A	FN1	0.448
BCL11A	FOXP1	0.368
BCL11A	GATA1	0.884
BCL11A	GATA2	0.683
BCL11A	GATA3	0.419
BCL11A	GRB2	0.503
BCL11A	GZMM	0.359
BCL11A	HBA1	0.668
BCL11A	HBA2	0.679
BCL11A	HBB	0.894
BCL11A	HBE1	0.774
BCL11A	HBG1	0.956
BCL11A	HBG2	0.870
BCL11A	HDAC1	0.913
BCL11A	HDAC2	0.833
BCL11A	HLA-DOB	0.288
BCL11A	IKZF1	0.701
BCL11A	IRF8	0.486
BCL11A	JUN	0.538
BCL11A	KAT2A	0.468
BCL11A	KAT2B	0.473
BCL11A	KDM1A	0.867
BCL11A	KIF5B	0.572
BCL11A	KLC1	0.594
BCL11A	KLF1	0.619
BCL11A	KLF11	0.301
BCL11A	LDB1	0.525
BCL11A	LDHA	0.404
BCL11A	LIN28B	0.353
BCL11A	LMO1	0.285
BCL11A	LMO2	0.598
BCL11A	MAFB	0.448
BCL11A	MAP3K20	0.216
BCL11A	MEF2A	0.559
BCL11A	MEF2C	0.643
BCL11A	MSN	0.502
BCL11A	MTA1	0.922
BCL11A	MTNR1B	0.317
BCL11A	MYB	0.396
BCL11A	NCR1	0.734
BCL11A	NFIX	0.286
BCL11A	NFYB	0.490
BCL11A	NOTCH2	0.497
BCL11A	NPM1	0.477
BCL11A	NR2C1	0.238
BCL11A	NR2C2	0.668
BCL11A	NR2E1	0.608
BCL11A	NR2F1	0.793
BCL11A	NR2F2	0.929
BCL11A	NR2F6	0.185
BCL11A	OSBPL10	0.296
BCL11A	PBRM1	0.852
BCL11A	PIK3R1	0.541
BCL11A	PLCG1	0.508
BCL11A	POU2F2	0.590
BCL11A	PPFIBP1	0.500
BCL11A	PPM1B	0.412
BCL11A	PRKAR1A	0.466
BCL11A	PSMA7	0.428
BCL11A	PXDN	0.395
BCL11A	RAD23A	0.464
BCL11A	RANBP2	0.540
BCL11A	RARA	0.442
BCL11A	RARB	0.357
BCL11A	RBBP4	0.991
BCL11A	RBBP7	0.909
BCL11A	REL	0.650
BCL11A	RNF217	0.153
BCL11A	RUNX1	0.684
BCL11A	SCN2A	0.543
BCL11A	SEC31A	0.513
BCL11A	SIN3A	0.741
BCL11A	SIRT1	0.616
BCL11A	SMARCA2	0.948
BCL11A	SMARCA4	0.956
BCL11A	SMARCB1	0.962
BCL11A	SMARCE1	0.957
BCL11A	SOX2	0.607
BCL11A	SQSTM1	0.526
BCL11A	STAT3	0.610
BCL11A	TAL1	0.722
BCL11A	TCF3	0.443
BCL11A	TCF4	0.644
BCL11A	TFG	0.547
BCL11A	TP53	0.396
BCL11A	TPM3	0.511
BCL11A	UBE2I	0.630
BCL11A	VCL	0.502
BCL11A	VPREB1	0.265
BCL11A	VRK2	0.295
BCL11A	WFS1	0.310
BCL11A	ZBTB7A	0.321
BCL11A	ZFAND6	0.402
BCL11A	ZFPM1	0.765
BCL2	BCL2A1	0.677
BCL2	BCL2L1	0.999
BCL2	BCL2L10	0.920
BCL2	BCL2L14	0.641
BCL2	BCL3	0.626
BCL2	BCL6	0.906
BCL2	BDNF	0.793
BCL2	BIRC2	0.715
BCL2	BIRC3	0.717
BCL2	BIRC5	0.614
BCL2	BIRC7	0.551
BCL2	BLK	0.495
BCL2	BMI1	0.723
BCL2	BMPR1B	0.498
BCL2	BMPR2	0.553
BCL2	BMX	0.261
BCL2	BOK	0.840
BCL2	BRAF	0.761
BCL2	BRD2	0.523
BCL2	BRD4	0.732
BCL2	BTG2	0.386
BCL2	BTK	0.665
BCL2	C5	0.742
BCL2	C6	0.720
BCL2	C8A	0.720
BCL2	C8B	0.724
BCL2	CA9	0.560
BCL2	CALR	0.640
BCL2	CAPN1	0.426
BCL2	CAPN2	0.556
BCL2	CARD8	0.305
BCL2	CASP1	0.817
BCL2	CASP10	0.693
BCL2	CASP2	0.780
BCL2	CASP3	0.987
BCL2	CASP4	0.584
BCL2	CASP6	0.697
BCL2	CASP7	0.857
BCL2	CASP8	0.984
BCL2	CASP9	0.946
BCL2	CCK	0.833
BCL2	CCNA1	0.689
BCL2	CCNB1	0.768
BCL2	CCND1	0.958
BCL2	CCND2	0.885
BCL2	CCNG1	0.396
BCL2	CCNG2	0.305
BCL2	CD1A	0.387
BCL2	CD38	0.724
BCL2	CD4	0.837
BCL2	CD79A	0.705
BCL2	CD79B	0.583
BCL2	CD8A	0.831
BCL2	CDH11	0.517
BCL2	CDH2	0.665
BCL2	CDK1	0.920
BCL2	CDK2	0.812
BCL2	CDK4	0.815
BCL2	CDK6	0.712
BCL2	CDK9	0.564
BCL2	CDKN1A	0.820
BCL2	CDKN1B	0.702
BCL2	CDKN2A	0.717
BCL2	CDKN2B	0.437
BCL2	CDKN2D	0.229
BCL2	CEACAM5	0.494
BCL2	CEBPA	0.621
BCL2	CERS1	0.187
BCL2	CFLAR	0.802
BCL2	CISD2	0.719
BCL2	CNR1	0.494
BCL2	COX4I1	0.639
BCL2	CR2	0.613
BCL2	CREB1	0.925
BCL2	CRYAB	0.414
BCL2	CRYZ	0.413
BCL2	CST3	0.470
BCL2	CSTA	0.398
BCL2	CSTB	0.400
BCL2	CTSB	0.947
BCL2	CTSC	0.914
BCL2	CTSD	0.949
BCL2	CTSF	0.907
BCL2	CTSH	0.911
BCL2	CTSK	0.928
BCL2	CTSL	0.931
BCL2	CTSO	0.904
BCL2	CTSS	0.946
BCL2	CTSV	0.926
BCL2	CTSW	0.904
BCL2	CTSZ	0.912
BCL2	CXCR4	0.759
BCL2	CYBA	0.402
BCL2	CYBB	0.706
BCL2	CYCS	0.997
BCL2	CYP19A1	0.524
BCL2	DAPK1	0.726
BCL2	DAPK2	0.452
BCL2	DAPK3	0.445
BCL2	DCD	0.559
BCL2	DDIT3	0.972
BCL2	DFFB	0.544
BCL2	DGCR8	0.399
BCL2	DIABLO	0.833
BCL2	DNAJB1	0.575
BCL2	DNM1L	0.631
BCL2	DNTT	0.827
BCL2	DUOX2	0.342
BCL2	DUSP1	0.456
BCL2	DUSP4	0.582
BCL2	DUSP5	0.318
BCL2	DUSP6	0.555
BCL2	ECH1	0.375
BCL2	EGFR	0.839
BCL2	EGLN1	0.487
BCL2	EGR1	0.676
BCL2	EGR2	0.555
BCL2	EIF2AK2	0.559
BCL2	EIF2AK3	0.729
BCL2	ELAVL1	0.638
BCL2	EP300	0.869
BCL2	ERBB2	0.849
BCL2	ERBB4	0.660
BCL2	ERN1	0.781
BCL2	ERN2	0.284
BCL2	ESR1	0.897
BCL2	ESR2	0.599
BCL2	ESRRA	0.544
BCL2	ETS1	0.665
BCL2	FADD	0.745
BCL2	FAS	0.728
BCL2	FASLG	0.811
BCL2	FCER2	0.257
BCL2	FIS1	0.775
BCL2	FKBP8	0.996
BCL2	FLT3	0.607
BCL2	FOLH1	0.592
BCL2	FOLR1	0.311
BCL2	FOS	0.784
BCL2	FOXA1	0.585
BCL2	FOXM1	0.656
BCL2	FOXO3	0.730
BCL2	FOXO4	0.429
BCL2	FOXP1	0.497
BCL2	FOXP3	0.729
BCL2	GABARAP	0.605
BCL2	GABARAPL1	0.535
BCL2	GABARAPL2	0.528
BCL2	GAPDH	0.876
BCL2	GATA4	0.631
BCL2	GCK	0.645
BCL2	GDF9	0.326
BCL2	GFER	0.511
BCL2	GFI1	0.355
BCL2	GLI1	0.577
BCL2	GLIPR1	0.379
BCL2	GLIPR2	0.283
BCL2	GPER1	0.403
BCL2	GPX2	0.730
BCL2	GPX3	0.725
BCL2	GPX4	0.464
BCL2	GPX5	0.726
BCL2	GPX6	0.726
BCL2	GPX7	0.731
BCL2	GPX8	0.734
BCL2	GRB7	0.325
BCL2	GRIN3A	0.409
BCL2	GSK3A	0.440
BCL2	HIF1A	0.946
BCL2	HIPK2	0.321
BCL2	HK2	0.544
BCL2	HMGA2	0.488
BCL2	HMGB1	0.602
BCL2	HMOX1	0.856
BCL2	HNF1A	0.564
BCL2	HRAS	0.938
BCL2	HSP90AA1	0.929
BCL2	HSPA1B	0.613
BCL2	HSPA4	0.899
BCL2	HSPA5	0.738
BCL2	HSPB1	0.597
BCL2	HSPB2	0.581
BCL2	HSPB8	0.533
BCL2	HUS1	0.501
BCL2	IGF1	0.765
BCL2	IGF1R	0.781
BCL2	IGLL1	0.289
BCL2	IKBKG	0.805
BCL2	IKZF1	0.551
BCL2	IL15RA	0.349
BCL2	IL1B	0.808
BCL2	IL6	0.868
BCL2	IL7R	0.742
BCL2	ING4	0.320
BCL2	INSR	0.533
BCL2	IRAK1	0.682
BCL2	IRAK2	0.488
BCL2	ITM2B	0.355
BCL2	ITPR1	0.996
BCL2	ITPR3	0.993
BCL2	IZUMO1R	0.307
BCL2	JUN	0.927
BCL2	KEAP1	0.920
BCL2	KLK3	0.535
BCL2	KLRG1	0.452
BCL2	KRAS	0.862
BCL2	KRT5	0.605
BCL2	LAMA2	0.430
BCL2	LCK	0.691
BCL2	LETM1	0.392
BCL2	LGALS1	0.478
BCL2	LGALS3	0.915
BCL2	LIFR	0.441
BCL2	LMNB1	0.565
BCL2	LMO2	0.759
BCL2	LRPPRC	0.640
BCL2	MALT1	0.515
BCL2	MAOA	0.562
BCL2	MAP1LC3A	0.630
BCL2	MAP1LC3B	0.730
BCL2	MAP1LC3C	0.258
BCL2	MAP2K1	0.749
BCL2	MAP2K2	0.556
BCL2	MAP2K6	0.333
BCL2	MAP3K5	0.755
BCL2	MAPK1	0.969
BCL2	MAPK11	0.652
BCL2	MAPK13	0.621
BCL2	MAPK3	0.985
BCL2	MAPK7	0.459
BCL2	MAPK8	0.979
BCL2	MAPKAPK2	0.336
BCL2	MAT2A	0.410
BCL2	MCL1	0.764
BCL2	MDK	0.381
BCL2	MDM4	0.728
BCL2	MFN1	0.764
BCL2	MFN2	0.948
BCL2	MGMT	0.492
BCL2	MITF	0.649
BCL2	MLKL	0.521
BCL2	MME	0.793
BCL2	MMP11	0.322
BCL2	MMP2	0.716
BCL2	MMP9	0.804
BCL2	MMUT	0.604
BCL2	MPL	0.436
BCL2	MPO	0.583
BCL2	MSH4	0.370
BCL2	MTOR	0.765
BCL2	MVP	0.286
BCL2	MYB	0.488
BCL2	MYBL2	0.697
BCL2	MYH14	0.321
BCL2	MYL12A	0.372
BCL2	NAPSA	0.236
BCL2	NFE2L2	0.687
BCL2	NFKB1	0.818
BCL2	NFKB2	0.646
BCL2	NFKBIA	0.730
BCL2	NFKBIB	0.376
BCL2	NGFR	0.612
BCL2	NLRP1	0.999
BCL2	NMT2	0.303
BCL2	NOS1	0.616
BCL2	NOTCH2	0.598
BCL2	NOTCH3	0.529
BCL2	NOX4	0.574
BCL2	NQO1	0.611
BCL2	NR3C1	0.767
BCL2	NR4A1	0.999
BCL2	NR4A2	0.583
BCL2	NR4A3	0.468
BCL2	NRAS	0.764
BCL2	NUDT1	0.403
BCL2	OLR1	0.356
BCL2	OPA1	0.643
BCL2	PARL	0.618
BCL2	PARP1	0.917
BCL2	PARP14	0.214
BCL2	PAX2	0.371
BCL2	PAX8	0.388
BCL2	PBRM1	0.459
BCL2	PCSK1	0.386
BCL2	PCSK9	0.433
BCL2	PDCD4	0.613
BCL2	PDLIM7	0.398
BCL2	PEA15	0.366
BCL2	PFKFB3	0.532
BCL2	PGAM5	0.501
BCL2	PGR	0.636
BCL2	PHB2	0.535
BCL2	PI3	0.376
BCL2	PIDD1	0.353
BCL2	PIK3C3	0.976
BCL2	PIM1	0.278
BCL2	PIM3	0.327
BCL2	PIN1	0.378
BCL2	PKMYT1	0.472
BCL2	PKN3	0.225
BCL2	PKP1	0.246
BCL2	PON2	0.194
BCL2	PPARA	0.649
BCL2	PPARGC1A	0.744
BCL2	PPID	0.947
BCL2	PPM1D	0.362
BCL2	PPP1CA	0.593
BCL2	PPP2CA	0.962
BCL2	PPP2CB	0.904
BCL2	PPP2R1A	0.916
BCL2	PPP2R2A	0.921
BCL2	PPP2R3B	0.901
BCL2	PPP2R5C	0.911
BCL2	PPP2R5D	0.909
BCL2	PPP3CA	0.592
BCL2	PPP3CC	0.385
BCL2	PPP3R1	0.438
BCL2	PRDM1	0.515
BCL2	PRDX2	0.568
BCL2	PRKAA2	0.434
BCL2	PRNP	0.690
BCL2	PSEN1	0.804
BCL2	PSEN2	0.499
BCL2	PTCH1	0.518
BCL2	PTEN	0.815
BCL2	PTGDR	0.311
BCL2	PTGER4	0.408
BCL2	PTGS1	0.517
BCL2	PTGS2	0.745
BCL2	PTPN13	0.319
BCL2	PTRH2	0.527
BCL2	PXDN	0.844
BCL2	RAB22A	0.223
BCL2	RAD9A	0.934
BCL2	RAF1	0.892
BCL2	RAG2	0.448
BCL2	RARB	0.350
BCL2	REL	0.580
BCL2	RELA	0.898
BCL2	RHAG	0.603
BCL2	RHEB	0.642
BCL2	RIPK3	0.513
BCL2	RNASE1	0.347
BCL2	RPS6KA1	0.528
BCL2	RPS6KA2	0.617
BCL2	RPS6KA3	0.418
BCL2	RPS6KB1	0.679
BCL2	RPS6KB2	0.433
BCL2	RRAS	0.907
BCL2	RTN4	0.737
BCL2	SELE	0.540
BCL2	SERPINB1	0.444
BCL2	SERPINB2	0.480
BCL2	SERPINB8	0.370
BCL2	SGK1	0.412
BCL2	SIGMAR1	0.603
BCL2	SIRT3	0.523
BCL2	SLC25A4	0.771
BCL2	SLC25A5	0.781
BCL2	SLC30A1	0.405
BCL2	SMAD4	0.695
BCL2	SMAD5	0.356
BCL2	SMN1	0.635
BCL2	SMO	0.483
BCL2	SNAI1	0.635
BCL2	SOCS6	0.246
BCL2	SOD1	0.998
BCL2	SP100	0.362
BCL2	SPG7	0.739
BCL2	SPHK1	0.445
BCL2	SPTBN1	0.409
BCL2	SQSTM1	0.812
BCL2	SRC	0.860
BCL2	STAT3	0.959
BCL2	STAT6	0.766
BCL2	STEAP3	0.385
BCL2	SYK	0.670
BCL2	TAB1	0.488
BCL2	TARBP2	0.243
BCL2	TCF4	0.399
BCL2	TERT	0.586
BCL2	TGFBR2	0.634
BCL2	TIGAR	0.349
BCL2	TIMP2	0.632
BCL2	TJP2	0.413
BCL2	TLE1	0.620
BCL2	TNF	0.885
BCL2	TNFRSF10A	0.708
BCL2	TNFRSF10B	0.739
BCL2	TNFRSF13B	0.338
BCL2	TNFRSF1A	0.661
BCL2	TNFRSF21	0.370
BCL2	TNFRSF6B	0.300
BCL2	TNFSF10	0.651
BCL2	TNFSF12	0.334
BCL2	TNFSF13B	0.673
BCL2	TP53	0.999
BCL2	TP53BP2	0.990
BCL2	TP73	0.412
BCL2	TRAF1	0.574
BCL2	TRPC6	0.520
BCL2	TSC2	0.532
BCL2	TSPO	0.736
BCL2	TXN	0.618
BCL2	UACA	0.506
BCL2	UCP2	0.478
BCL2	VPREB1	0.291
BCL2	VRK2	0.529
BCL2	WASF1	0.329
BCL2	WEE1	0.449
BCL2	WT1	0.522
BCL2	XAF1	0.303
BCL2	XDH	0.494
BCL2	XIAP	0.951
BCL2	XPO5	0.392
BCL2	YAP1	0.615
BCL2	YWHAG	0.540
BCL2	YWHAH	0.508
BCL2A1	BCL2L1	0.555
BCL2A1	BCL2L10	0.848
BCL2A1	BCL2L14	0.580
BCL2A1	BCL3	0.375
BCL2A1	BDNF	0.470
BCL2A1	BIRC2	0.538
BCL2A1	BIRC3	0.673
BCL2A1	BIRC7	0.419
BCL2A1	BOK	0.694
BCL2A1	BTK	0.416
BCL2A1	CARD8	0.262
BCL2A1	CASP1	0.530
BCL2A1	CASP10	0.396
BCL2A1	CASP2	0.403
BCL2A1	CASP3	0.579
BCL2A1	CASP4	0.441
BCL2A1	CASP6	0.425
BCL2A1	CASP7	0.456
BCL2A1	CASP8	0.583
BCL2A1	CASP9	0.549
BCL2A1	CCND1	0.577
BCL2A1	CD4	0.472
BCL2A1	CD80	0.403
BCL2A1	CFLAR	0.653
BCL2A1	CR1	0.326
BCL2A1	CRH	0.772
BCL2A1	CRHR1	0.444
BCL2A1	CSTA	0.466
BCL2A1	CSTB	0.386
BCL2A1	CTSH	0.340
BCL2A1	CXCL8	0.508
BCL2A1	CYCS	0.635
BCL2A1	CYP19A1	0.421
BCL2A1	DIABLO	0.418
BCL2A1	DKK4	0.362
BCL2A1	DUSP2	0.287
BCL2A1	EGFR	0.577
BCL2A1	FADD	0.422
BCL2A1	FAS	0.440
BCL2A1	FASLG	0.404
BCL2A1	FASN	0.434
BCL2A1	FKBP4	0.642
BCL2A1	FKBP5	0.891
BCL2A1	GMFG	0.246
BCL2A1	GPR65	0.526
BCL2A1	GPR84	0.405
BCL2A1	GRB2	0.455
BCL2A1	GSK3B	0.459
BCL2A1	HAT1	0.524
BCL2A1	HCAR3	0.245
BCL2A1	HDAC2	0.456
BCL2A1	HLA-A	0.411
BCL2A1	HLA-B	0.413
BCL2A1	HSD11B1	0.413
BCL2A1	HSD11B2	0.516
BCL2A1	HSP90AA1	0.933
BCL2A1	HSP90AB1	0.912
BCL2A1	HSPA4	0.616
BCL2A1	HSPA5	0.433
BCL2A1	ICAM1	0.464
BCL2A1	IDUA	0.303
BCL2A1	IFNG	0.430
BCL2A1	IL11	0.488
BCL2A1	IL1A	0.405
BCL2A1	IL1B	0.650
BCL2A1	IL6	0.499
BCL2A1	JUN	0.417
BCL2A1	JUNB	0.425
BCL2A1	KAT2B	0.480
BCL2A1	KIRREL3	0.583
BCL2A1	LCP1	0.351
BCL2A1	LY86	0.313
BCL2A1	MCL1	0.614
BCL2A1	MFNG	0.174
BCL2A1	NBEAL2	0.394
BCL2A1	NCF2	0.422
BCL2A1	NCOR2	0.505
BCL2A1	NFKB1	0.701
BCL2A1	NFKBIA	0.480
BCL2A1	NPM1	0.849
BCL2A1	NR3C1	0.700
BCL2A1	NR3C2	0.651
BCL2A1	NR4A1	0.770
BCL2A1	NR4A3	0.246
BCL2A1	OMD	0.372
BCL2A1	PEA15	0.231
BCL2A1	POMC	0.744
BCL2A1	PRDM16	0.453
BCL2A1	PTGS2	0.481
BCL2A1	PTPN7	0.251
BCL2A1	PTPRC	0.431
BCL2A1	REL	0.419
BCL2A1	RPS3A	0.402
BCL2A1	RPS6KA1	0.431
BCL2A1	RPS6KA2	0.410
BCL2A1	RPS6KA3	0.377
BCL2A1	SERPINA6	0.347
BCL2A1	STAT3	0.562
BCL2A1	STAT5B	0.733
BCL2A1	TLR4	0.408
BCL2A1	TNF	0.609
BCL2A1	TNFAIP3	0.509
BCL2A1	TNFAIP6	0.370
BCL2A1	TNFRSF1A	0.438
BCL2A1	TNFRSF21	0.275
BCL2A1	TP53	0.699
BCL2A1	TRAF1	0.592
BCL2A1	TREM1	0.385
BCL2A1	TRIM17	0.387
BCL2A1	TRIM28	0.403
BCL2A1	TSC22D3	0.474
BCL2A1	TUBA1A	0.448
BCL2A1	XBP1	0.467
BCL2A1	XIAP	0.545
BCL2A1	ZNF267	0.241
BCL2A1	ZNF419	0.179
BCL2L1	BCL2L10	0.905
BCL2L1	BCL2L14	0.774
BCL2L1	BCL3	0.402
BCL2L1	BIRC2	0.759
BCL2L1	BIRC3	0.813
BCL2L1	BIRC7	0.533
BCL2L1	BLK	0.407
BCL2L1	BMX	0.240
BCL2L1	BOK	0.575
BCL2L1	BPGM	0.323
BCL2L1	BSG	0.539
BCL2L1	BTG2	0.448
BCL2L1	CALCA	0.384
BCL2L1	CAMK2D	0.355
BCL2L1	CAPN1	0.351
BCL2L1	CARD8	0.251
BCL2L1	CASP1	0.728
BCL2L1	CASP10	0.618
BCL2L1	CASP2	0.770
BCL2L1	CASP3	0.950
BCL2L1	CASP4	0.475
BCL2L1	CASP6	0.701
BCL2L1	CASP7	0.854
BCL2L1	CASP8	0.933
BCL2L1	CASP9	0.992
BCL2L1	CCNA1	0.583
BCL2L1	CCND1	0.808
BCL2L1	CCND2	0.545
BCL2L1	CD4	0.746
BCL2L1	CD40LG	0.683
BCL2L1	CD8A	0.726
BCL2L1	CDK1	0.703
BCL2L1	CDK4	0.656
BCL2L1	CDK6	0.587
BCL2L1	CDKN1A	0.704
BCL2L1	CDKN1B	0.836
BCL2L1	CDKN2A	0.814
BCL2L1	CFLAR	0.864
BCL2L1	CLEC2A	0.369
BCL2L1	CLU	0.745
BCL2L1	CR2	0.468
BCL2L1	CRYAB	0.437
BCL2L1	CSTA	0.348
BCL2L1	CSTB	0.383
BCL2L1	CTNNB1	0.766
BCL2L1	CTSB	0.938
BCL2L1	CTSC	0.910
BCL2L1	CTSD	0.934
BCL2L1	CTSF	0.905
BCL2L1	CTSH	0.908
BCL2L1	CTSK	0.917
BCL2L1	CTSL	0.919
BCL2L1	CTSO	0.902
BCL2L1	CTSS	0.936
BCL2L1	CTSV	0.902
BCL2L1	CTSW	0.902
BCL2L1	CTSZ	0.909
BCL2L1	CYCS	0.998
BCL2L1	DAPK1	0.483
BCL2L1	DAPK2	0.422
BCL2L1	DAPK3	0.421
BCL2L1	DCX	0.435
BCL2L1	DDIT3	0.520
BCL2L1	DFFB	0.475
BCL2L1	DIABLO	0.772
BCL2L1	DNM1L	0.919
BCL2L1	DNTT	0.613
BCL2L1	DPM2	0.261
BCL2L1	EGFR	0.847
BCL2L1	EIF2AK3	0.587
BCL2L1	ELOB	0.892
BCL2L1	ELOC	0.889
BCL2L1	EPO	0.684
BCL2L1	EPOR	0.493
BCL2L1	ERBB2	0.767
BCL2L1	ERN1	0.522
BCL2L1	ESRRG	0.398
BCL2L1	ETS2	0.516
BCL2L1	FADD	0.739
BCL2L1	FAS	0.786
BCL2L1	FASLG	0.728
BCL2L1	FEM1B	0.333
BCL2L1	FIS1	0.753
BCL2L1	FKBP1A	0.524
BCL2L1	FKBP8	0.935
BCL2L1	FOXO4	0.425
BCL2L1	GALNT10	0.189
BCL2L1	GAPDH	0.752
BCL2L1	GATA1	0.671
BCL2L1	GSK3A	0.557
